Time,FSR Reading
1748627183.3075163,718
1748627183.4078283,718
1748627183.5081959,718
1748627183.6086102,718
1748627183.7089458,718
1748627183.809435,718
1748627183.909743,718
1748627184.0100691,719
1748627184.1105094,719
1748627184.210709,718
1748627184.3111415,718
1748627184.4118292,718
1748627184.511912,718
1748627184.612176,718
1748627184.712712,718
1748627184.8129206,718
1748627184.9134223,718
1748627185.0138404,718
1748627185.1140833,718
1748627185.2145216,718
1748627185.3147388,718
1748627185.4151525,719
1748627185.5155973,718
1748627185.6159644,718
1748627185.7163718,718
1748627185.8166687,718
1748627185.9170384,718
1748627186.017422,718
1748627186.1178596,718
1748627186.218202,718
1748627186.3186898,718
1748627186.4188747,718
1748627186.5193472,718
1748627186.619681,718
1748627186.7200267,718
1748627186.8206968,719
1748627186.9207337,718
1748627187.0211558,718
1748627187.1215005,718
1748627187.222013,718
1748627187.322289,718
1748627187.4226441,718
1748627187.5228941,718
1748627187.6233234,718
1748627187.7237592,718
1748627187.8240676,718
1748627187.9243708,718
1748627188.024776,718
1748627188.125206,718
1748627188.2256832,718
1748627188.3259532,718
1748627188.4263308,718
1748627188.5265942,718
1748627188.627187,718
1748627188.727613,718
1748627188.8278437,718
1748627188.928166,718
1748627189.0286243,718
1748627189.1293755,718
1748627189.229381,718
1748627189.3298275,718
1748627189.4300294,718
1748627189.5304935,718
1748627189.630864,718
1748627189.7313066,718
1748627189.831574,718
1748627189.9318464,718
1748627190.0323443,718
1748627190.1327116,718
1748627190.2330382,718
1748627190.3334918,718
1748627190.433718,718
1748627190.5341303,718
1748627190.6345763,718
1748627190.7349331,718
1748627190.835268,718
1748627190.9355614,718
1748627191.0360205,718
1748627191.136394,718
1748627191.2368376,718
1748627191.337088,718
1748627191.437401,718
1748627191.5378351,718
1748627191.638179,718
1748627191.738554,718
1748627191.8391097,718
1748627191.939378,718
1748627192.039746,718
1748627192.1401575,718
1748627192.2405808,718
1748627192.3408313,718
1748627192.4411416,718
1748627192.5414393,718
1748627192.6419103,718
1748627192.742402,718
1748627192.8426538,718
1748627192.9430175,718
1748627193.0434775,718
1748627193.1438313,718
1748627193.2442439,718
1748627193.3445404,718
1748627193.444933,718
1748627193.5453167,718
1748627193.6456497,718
1748627193.7460225,718
1748627193.8463502,718
1748627193.9467254,718
1748627194.0470893,718
1748627194.1475558,718
1748627194.2481732,718
1748627194.3482935,718
1748627194.448622,718
1748627194.5490165,718
1748627194.6492958,718
1748627194.7506864,718
1748627194.850167,718
1748627194.9505568,718
1748627195.050919,718
1748627195.151268,718
1748627195.2516956,718
1748627195.351996,718
1748627195.4522176,718
1748627195.5527391,718
1748627195.653023,718
1748627195.7534816,719
1748627195.8537998,718
1748627195.954205,718
1748627196.0545528,718
1748627196.1549087,718
1748627196.2553236,718
1748627196.3557286,718
1748627196.4562175,718
1748627196.5564659,718
1748627196.6567514,718
1748627196.7571554,718
1748627196.8575153,718
1748627196.9579039,718
1748627197.0582218,718
1748627197.1586056,718
1748627197.258894,718
1748627197.359267,718
1748627197.4597983,718
1748627197.5599437,718
1748627197.6604574,718
1748627197.7607534,718
1748627197.8613524,718
1748627197.9615831,718
1748627198.0619226,718
1748627198.162291,718
1748627198.2626839,717
1748627198.3630693,718
1748627198.463347,718
1748627198.5638566,718
1748627198.6642177,718
1748627198.7644658,719
1748627198.864934,719
1748627198.9652922,718
1748627199.065717,719
1748627199.1659737,717
1748627199.266346,719
1748627199.3670795,719
